Time,Amplitude
0,-1.660675832084038e-87
0.01,0.037674311717588026
0.02,0.07519994013858255
0.03,0.11242878875143476
0.04,0.14921393229891286
0.05,0.18541019662496844
0.060000000000000005,0.22087473161080678
0.07,0.2554675749390436
0.08,0.2890522044610292
0.09,0.32149607698739796
0.09999999999999999,0.3526711513754839
0.10999999999999999,0.38245439384921376
0.11999999999999998,0.4107282635571979
0.12999999999999998,0.43738117642537006
0.13999999999999999,0.4623079273894978
0.15,0.48540572464116194
0.16,0.5061942001477261
0.17,0.5124532121804274
0.18000000000000002,0.38049389159567615
0.19000000000000003,-0.1699709001222106
0.20000000000000004,-0.6293660902229078
0.21000000000000005,-0.14668689497797882
0.22000000000000006,0.4269700105532795
0.23000000000000007,0.5819380249427961
0.24000000000000007,0.59841348190348
0.25000000000000006,0.5999955280161935
0.26000000000000006,0.5988160187809872
0.2700000000000001,0.5952688207612098
0.2800000000000001,0.5893723511072874
0.2900000000000001,0.5927476570955983
0.3000000000000001,3.570633909777092
0.3100000000000001,0.5694636519513675
0.3200000000000001,0.5428962321496859
0.3300000000000001,0.5257840079988412
0.34000000000000014,0.5065967370252331
0.35000000000000014,0.4854057246411616
0.36000000000000015,0.46190539051199014
0.37000000000000016,0.42405038060695516
0.38000000000000017,0.24832592367327264
0.3900000000000002,-0.34538239780595825
0.4000000000000002,-0.8473288486245167
0.4100000000000002,-0.40634071466774996
0.4200000000000002,0.12664986457709917
0.4300000000000002,0.24213677909315312
0.4400000000000002,0.22047217645732825
0.45000000000000023,0.18540572464140537
0.46000000000000024,0.14921391403209536
0.47000000000000025,0.11242878899162059
0.48000000000000026,0.07519994623055837
0.49000000000000027,0.03767441970072722
0.5000000000000002,1.4906612681056765e-06
0.5100000000000002,-0.037658285598631616
0.5200000000000002,-0.07506575508742236
0.5300000000000002,-0.11155379230416244
0.5400000000000003,-0.14477033368361666
0.5500000000000003,-0.1678354231756058
0.5600000000000003,-0.16674061831616105
0.5700000000000003,-0.12560658799570165
0.5800000000000003,-0.04643994057597295
0.5900000000000003,0.0315026840464423
0.6000000000000003,0.04732884862451536
0.6100000000000003,-0.02945563281537944
0.6200000000000003,-0.16811599967216487
0.6300000000000003,-0.3075201895095112
0.6400000000000003,-0.4081738323708312
0.6500000000000004,-0.46783542317560717
0.6600000000000004,-0.5021531566859131
0.6700000000000004,-0.5249090115790456
0.6800000000000004,-0.5427620464284513
0.6900000000000004,-0.5578498654139942
0.7000000000000004,-0.5706324191158237
0.7100000000000004,-0.5811497886940389
0.7200000000000004,-0.5893723443452216
0.7300000000000004,-0.5952688205210234
0.7400000000000004,-0.5988160370478042
0.7500000000000004,-0.599999999999756
0.7600000000000005,-0.5988160370569576
0.7700000000000005,-0.5952688207886864
0.7800000000000005,-0.5893723504372128
0.7900000000000005,-0.5811498966771782
0.8000000000000005,-0.5706339097770917
0.8100000000000005,-0.5578658915329502
0.8200000000000005,-0.542896231479611
0.8300000000000005,-0.5257840080263172
0.8400000000000005,-0.5065967553012081
0.8500000000000005,-0.48541019662496726
0.8600000000000005,-0.4623079456654724
0.8700000000000006,-0.43738117645284547
0.8800000000000006,-0.4107282635572118
0.8900000000000006,-0.3824543938492121
0.9000000000000006,-0.3526711513754823
0.9100000000000006,-0.32149607698739596
0.9200000000000006,-0.2890522044610273
0.9300000000000006,-0.2554675749390419
0.9400000000000006,-0.2208747316108047
0.9500000000000006,-0.18541019662496658
0.9600000000000006,-0.1492139322989106
0.9700000000000006,-0.11242878875143271
0.9800000000000006,-0.07519994013858015
0.9900000000000007,-0.03767431171758583
1.0000000000000007,2.5175776432026934e-15
1.0100000000000007,0.03767431171759032
1.0200000000000007,0.07519994013858515
1.0300000000000007,0.11242878875143714
1.0400000000000007,0.1492139322989155
1.0500000000000007,0.18541019662497082
1.0600000000000007,0.22087473161080892
1.0700000000000007,0.2554675749390459
1.0800000000000007,0.28905220446103125
1.0900000000000007,0.32149607698740024
1.1000000000000008,0.3526711513754859
1.1100000000000008,0.382454393849216
1.1200000000000008,0.4107282635571999
1.1300000000000008,0.4373811764253721
1.1400000000000008,0.4623079273894996
1.1500000000000008,0.48540572464116377
1.1600000000000008,0.5061942001477273
1.1700000000000008,0.5124532121804256
1.1800000000000008,0.3804938915956513
1.1900000000000008,-0.16997090012226812
1.2000000000000008,-0.6293660902229069
1.2100000000000009,-0.14668689497791954
1.2200000000000009,0.4269700105533061
1.2300000000000009,0.5819380249427997
1.2400000000000009,0.5984134819034802
1.2500000000000009,0.5999955280161935
1.260000000000001,0.598816018780987
1.270000000000001,0.5952688207612095
1.280000000000001,0.5893723511072868
1.290000000000001,0.5927476570956083
1.300000000000001,3.570633909777091
1.310000000000001,0.5694636519513555
1.320000000000001,0.5428962321496843
1.330000000000001,0.5257840079988396
1.340000000000001,0.5065967370252316
1.350000000000001,0.48540572464116016
1.360000000000001,0.46190539051198787
1.370000000000001,0.4240503806069498
1.380000000000001,0.24832592367324355
1.390000000000001,-0.3453823978060208
1.400000000000001,-0.8473288486245194
1.410000000000001,-0.4063407146676919
1.420000000000001,0.12664986457712377
1.430000000000001,0.2421367790931539
1.440000000000001,0.22047217645732506
1.450000000000001,0.1854057246414022
1.460000000000001,0.14921391403209242
1.470000000000001,0.11242878899161785
1.480000000000001,0.07519994623055587
1.490000000000001,0.03767441970072392
1.500000000000001,1.4906612647890718e-06
1.5100000000000011,-0.037658285598634655
1.5200000000000011,-0.07506575508742509
1.5300000000000011,-0.11155379230416582
1.5400000000000011,-0.1447703336836193
1.5500000000000012,-0.16783542317560673
1.5600000000000012,-0.1667406183161588
1.5700000000000012,-0.12560658799569627
1.5800000000000012,-0.04643994057596504
1.5900000000000012,0.03150268404644735
1.6000000000000012,0.047328848624512865
1.6100000000000012,-0.029455632815389432
1.6200000000000012,-0.16811599967217816
1.6300000000000012,-0.3075201895095222
1.6400000000000012,-0.4081738323708379
1.6500000000000012,-0.46783542317561055
1.6600000000000013,-0.5021531566859155
1.6700000000000013,-0.5249090115790475
1.6800000000000013,-0.5427620464284527
1.6900000000000013,-0.5578498654139953
1.7000000000000013,-0.5706324191158249
